County,State,TotalPop,Men,Women,White,Black,Native,Asian,Pacific,Other
Maries , Missouri,8884,50.1,49.9,98.3,0.2,0.8,0.2,0,0
Marion , Missouri,28672,47.9,52.1,91.6,4.1,0.4,0.7,0.2,0.2
Miller , Missouri,25049,49.2,50.8,96.2,0.4,0.9,0.4,0,0.6
Mississippi , Missouri,13748,55.1,44.9,73.2,24.2,1,0.1,0,0
Moniteau , Missouri,15958,52.7,47.3,92.6,3.8,0.6,0.2,0,1.2
Monroe , Missouri,8654,50.9,49.1,94.7,3.5,0.2,0.4,0.2,0
Montgomery , Missouri,11545,49.9,50.1,95,1.5,0.1,0.3,0.1,1
Morgan , Missouri,20137,49.4,50.6,95.7,0.8,0.5,0.9,0,0.7
New Madrid , Missouri,17811,48,52,81.4,15.7,0.4,0,0,0.2
Newton , Missouri,58202,49.8,50.2,90.8,1,2.3,1.4,1,0.4
Nodaway , Missouri,22547,49.8,50.2,93.6,2.8,0.2,1.4,0.1,0.5
Oregon , Missouri,10699,50.2,49.8,95.5,0.1,1.5,0.4,0.3,0.4
Osage , Missouri,13619,52,48,97.9,0.3,0.7,0.1,0,0.4
Ozark , Missouri,9236,49.7,50.3,96.2,0,0.4,0.3,0,0.5
Pemiscot , Missouri,17031,47.1,52.9,70.1,27.2,0.1,0,0,0.6
Perry , Missouri,19146,49.4,50.6,97.3,0.3,0.4,0.7,0,0.2
Pettis , Missouri,42371,49.4,50.6,91.1,3.2,0.1,0.5,0,2.1
Phelps , Missouri,44789,52.6,47.4,90.6,2.7,0.8,3.8,0,0.3
Pike , Missouri,18489,55.3,44.7,89.1,7.6,0.4,0.3,0.1,0.7
Platte , Missouri,98824,49.3,50.7,85.7,6.7,0.4,2.7,0.1,0.9
Polk , Missouri,31549,48.9,51.1,95.5,0.9,1.1,0.5,0.1,0.1
Pulaski , Missouri,52591,57.1,42.9,74.6,12.3,1,2.8,0.3,3.9
Ralls , Missouri,10217,50.7,49.3,96.7,1.3,0.5,0.5,0,0.1
Randolph , Missouri,24945,52.5,47.5,90.1,5.9,0.5,0.5,0.1,0.4
Ray , Missouri,22825,49.8,50.2,95.9,1.7,0.5,0.2,0,0.2
Reynolds , Missouri,6315,51.3,48.7,95.1,1.9,0.4,0.1,0.3,0.7
Ripley , Missouri,13693,49.8,50.2,96.3,0.4,0.5,0.2,0.2,0.2
St. Charles , Missouri,389985,49.1,50.9,89.9,4.4,0.2,2.5,0,0.5
St. Clair , Missouri,9383,49.7,50.3,95.7,0.7,0.7,0.2,0,0.1
Ste. Genevieve , Missouri,17871,50.2,49.8,96.7,1.8,0,0.6,0,0.1
St. Francois , Missouri,66342,54.1,45.9,92.9,4.5,0.3,0.5,0,0.3
St. Louis , Missouri,998684,47.4,52.6,68.4,24.1,0.2,4.2,0,0.8
Saline , Missouri,23102,50,50,85.6,4.7,0.4,0.9,1.1,3.6
Scott , Missouri,38729,48.3,51.7,85.2,11.5,0.4,0.4,0,0.6
Shannon , Missouri,8246,48.7,51.3,95.5,0.1,0.5,0,0,0.3
Shelby , Missouri,6061,50.3,49.7,96.8,1.9,0.1,0.1,0,0.2
Stoddard , Missouri,29512,48.7,51.3,97.1,1.2,0,0,0,0
Stone , Missouri,31527,48.9,51.1,96.4,0.2,1,0.1,0.1,0.8
Sullivan , Missouri,6317,48.3,51.7,91.4,2.9,0.7,0.1,0.2,3.5
Taney , Missouri,54720,48.4,51.6,92.2,1.2,0.9,0.9,0,2.3
Texas , Missouri,25671,52.2,47.8,93,2.3,2.2,0.5,0,0.2
Vernon , Missouri,20691,48.8,51.2,95.6,0.9,0.6,0.7,0,0.2
Warren , Missouri,33908,49.3,50.7,93.5,2.1,0.3,0.6,0.1,1.5
Washington , Missouri,24931,51.5,48.5,95.2,2,0.4,0.1,0,0
Wayne , Missouri,13308,49.2,50.8,96.7,0.6,0.4,0.3,0,0
Webster , Missouri,38082,51,49,95.7,1.1,0.5,0.4,0.2,0.5
Wright , Missouri,18293,49.4,50.6,96.4,0.6,0.4,0.5,0,1
St. Loui, Missouri,311273,48.4,51.6,46.2,46.9,0.2,3.2,0.1,1
Beaverhead , Montana,9393,50.5,49.5,95,0.1,2.5,0.5,0.1,0.4
Big Horn , Montana,13376,49.1,50.9,31.4,0,65.9,0.1,0,0.3
Blaine , Montana,6727,50.1,49.9,45.3,0.4,50.9,0.1,0,1.1
Broadwater , Montana,5834,51,49,96.1,0.1,1.2,0,0,0.3
Carbon , Montana,10546,50.4,49.6,96.8,0.4,1.4,0.2,0,0.2
Cascade , Montana,81746,50.5,49.5,88.1,1.3,4.8,0.9,0.1,1.1
Chouteau , Montana,5789,49,51,77.4,0.1,19.4,0.5,0,0.5
Custer , Montana,11845,50.3,49.7,93.9,0.6,2,0.3,0,0.5
Dawson , Montana,9191,53.1,46.9,94.8,1.2,2.1,0.2,0,0.6
Deer Lodge , Montana,9100,53.1,46.9,92.9,0.7,1.7,0.7,0.1,0.4
Fergus , Montana,11273,50.4,49.6,95.1,0.2,0.7,1,0.6,1.3
Flathead , Montana,98082,49.8,50.2,94.5,0.4,1.6,0.6,0,0.7
Gallatin , Montana,104729,51.8,48.2,94.3,0.3,0.9,1.4,0,0.6
Glacier , Montana,13699,50,50,32.5,0.3,65.1,0.1,0.1,0.2
Hill , Montana,16439,50.4,49.6,70.5,0.2,23.9,0.5,0,1.2
Jefferson , Montana,11778,50.8,49.2,94.7,0.2,1.1,0.1,0,0.5
Lake , Montana,29774,49.5,50.5,67.2,0.3,24.4,0.4,0.2,0.3
Lewis and Clark , Montana,67077,49.5,50.5,93.8,0.3,1.8,0.6,0.1,0.5
Lincoln , Montana,19358,50,50,94.9,0.1,0.7,0.5,0.2,0.8
Madison , Montana,8218,51.8,48.2,94.3,0.2,0.9,0,0,2.3
Missoula , Montana,115983,50.3,49.7,91.7,0.5,2.3,1.6,0.1,0.4
Park , Montana,16246,50.3,49.7,96,0.3,0.5,0.1,0.1,0.1
Pondera , Montana,6044,49.7,50.3,82,0.4,15.1,0.1,0,0.6
Powell , Montana,6861,62.8,37.2,90.9,0.3,4.4,0.5,0,0.2
Ravalli , Montana,41902,49.7,50.3,96,0.1,0.9,0.6,0,0.2
Richland , Montana,11360,50.5,49.5,93.5,0,3,0,0,0.7
Roosevelt , Montana,11228,49.5,50.5,36.6,0.3,57.1,0.4,0,0.2
Rosebud , Montana,9250,49.8,50.2,58.8,0.1,37.4,1.1,0,1
Sanders , Montana,11521,51.5,48.5,92.3,0.2,3.6,0.5,0,0.2
Silver Bow , Montana,34814,50.5,49.5,94.2,0.6,2.6,0.8,0,0.5
Stillwater , Montana,9410,49.9,50.1,95.8,0.2,1,0.4,0,0.6
Teton , Montana,6080,49.2,50.8,94.7,0.2,0.9,0.2,0,0.4
Valley , Montana,7532,49.5,50.5,86.5,0.1,8.5,0.4,0.2,0.4
Yellowstone , Montana,157816,49.3,50.7,90.7,0.6,4.4,0.6,0.1,0.6
Adams , Nebraska,31583,50.5,49.5,93.3,0.7,0.5,1.3,0,2.2
Antelope , Nebraska,6372,50.3,49.7,97.6,0.8,0.1,0.2,0,0.8
Boone , Nebraska,5313,49.7,50.3,98.4,0.4,0.1,0.1,0.1,0.1
Box Butte , Nebraska,11089,49.3,50.7,91.8,0.4,3.9,0.3,0,0.8
Buffalo , Nebraska,49030,50.2,49.8,92.2,1.1,0.1,1.4,0,3.3
Burt , Nebraska,6528,49.2,50.8,95.2,0.7,1.7,0.5,0,0.6
Butler , Nebraska,8067,50.3,49.7,96.7,0.4,0.2,0.7,0,0.8
Cass , Nebraska,25702,50.3,49.7,96.3,0.6,0.1,0.3,0.2,0.6
Cedar , Nebraska,8523,50.8,49.2,98,0,0.9,0.1,0,0.5
Cherry , Nebraska,5790,49.2,50.8,91.4,0,3.3,0.3,0.2,0
Cheyenne , Nebraska,9852,49.8,50.2,95.5,0.1,0.6,1.3,0,0.4
Clay , Nebraska,6232,50.8,49.2,96.7,0.1,0.3,0.2,0,0.9
Colfax , Nebraska,10760,54.6,45.4,86.9,3.5,1.5,0.6,0.2,4.7
Cuming , Nebraska,8991,50.1,49.9,94.1,0.1,0.2,0.3,0.1,3.3
Custer , Nebraska,10830,49.5,50.5,96.8,0.2,0.1,0.7,0,0.7
Dakota , Nebraska,20317,50.3,49.7,68.9,4.7,2.9,3.3,0.1,17.7
Dawes , Nebraska,8896,51.4,48.6,89.2,1.9,4.6,0.6,0,0.4
Dawson , Nebraska,23804,51.4,48.6,88.5,6.2,0.8,0.3,0.1,3.3
Dixon , Nebraska,5746,50.2,49.8,94.3,0.3,0.4,0.1,0,3.5
Dodge , Nebraska,36683,49.4,50.6,94.2,0.9,0.9,0.4,0.2,1.4
Douglas , Nebraska,554992,49.3,50.7,79.5,11.1,0.6,3.6,0.1,2
Fillmore , Nebraska,5574,49.9,50.1,97,0.6,0.7,0.3,0,0.6
Gage , Nebraska,21595,50.1,49.9,96.5,0.7,0.7,0.6,0.1,0.5
Hall , Nebraska,61343,50.3,49.7,87.7,2.5,0.6,1.1,0.4,6.2
Hamilton , Nebraska,9178,49.7,50.3,96.3,0.5,0.6,0.1,0,1.5
Holt , Nebraska,10245,50.2,49.8,97.2,0.1,0.8,0.5,0,0.5
Howard , Nebraska,6405,50.4,49.6,96.5,0.2,0,0.2,0,1.6
Jefferson , Nebraska,7188,48.5,51.5,96.8,0.3,0.6,0.2,0,0.2
Johnson , Nebraska,5197,59.6,40.4,86.8,6.5,0.8,0.9,0,3.8
Kearney , Nebraska,6552,49.5,50.5,96.5,0.1,0.4,0.3,0,0.6
Keith , Nebraska,8099,51.1,48.9,96.3,0.9,1.1,0.7,0.2,0.4
Knox , Nebraska,8460,49.1,50.9,86.8,0.3,9.9,0.3,0.1,1
Lancaster , Nebraska,310094,50.2,49.8,86.4,4,0.6,4.3,0.1,1.3
Lincoln , Nebraska,35433,49.4,50.6,95.2,1.4,0.4,0.3,0,0.6
Madison , Nebraska,35164,49.7,50.3,91.6,1.5,1.5,1.5,0,2.6
Merrick , Nebraska,7803,50.2,49.8,95.4,0.9,0.1,0.3,0,1.3
Nemaha , Nebraska,7004,49.5,50.5,96.1,1.5,0.5,0.7,0,0.3
Otoe , Nebraska,15896,48.7,51.3,94.7,0.4,0.5,0.3,0,1.6
Phelps , Nebraska,9120,50.2,49.8,96.4,0.3,0.2,0.3,0,0.8
Pierce , Nebraska,7157,49.8,50.2,97.5,0.2,0.1,0.4,0.1,0.1
Platte , Nebraska,33063,51,49,95.4,0.5,0.4,0.8,0,1.9
Polk , Nebraska,5255,48.3,51.7,97.5,0.2,0.3,0.1,0,0.8
Red Willow , Nebraska,10806,50,50,96.2,0.7,0.2,0.2,0,0.6
Richardson , Nebraska,8009,49.6,50.4,94.1,0.2,2.1,0.2,0,0.2
Saline , Nebraska,14288,50.8,49.2,88.3,1,0.3,3.1,0.1,4.5
Sarpy , Nebraska,178351,50,50,88,3.9,0.4,2.5,0.1,1.7
Saunders , Nebraska,21024,50.6,49.4,97.4,0.3,0.3,0.3,0,0.2
Scotts Bluff , Nebraska,36255,48.5,51.5,91.9,0.8,1.8,0.7,0.3,2
Seward , Nebraska,17127,50.9,49.1,96.2,0.5,0.2,0.6,0,0.8
Sheridan , Nebraska,5234,49,51,82.7,0.8,9.6,0.8,0,0.5
Stanton , Nebraska,5992,50.1,49.9,97,1.4,0,0.5,0,0.4
Thayer , Nebraska,5098,49.9,50.1,97.1,0.5,0.3,0,0,0.3
Thurston , Nebraska,7140,49.6,50.4,39.2,0.3,58,0.7,0,0.1
Washington , Nebraska,20219,49,51,96.9,1.2,0,0.3,0,0.2
Wayne , Nebraska,9367,50.3,49.7,95.1,1.8,0.6,0.5,0,0.9
York , Nebraska,13799,48.5,51.5,95,1.5,0.3,0.4,0,0.9
Churchill , Nevada,24010,50.6,49.4,84.1,2.4,4.5,2.8,0.2,2.2
Clark , Nevada,2141574,50,50,60.7,11.5,0.8,9.6,0.7,11.5
Douglas , Nevada,47828,50.4,49.6,89.3,0.7,2.1,1.4,0.3,3.3
Elko , Nevada,52252,52.1,47.9,86.4,0.6,6.4,1.1,0.2,4
Humboldt , Nevada,16904,51.9,48.1,87.6,0.4,5.5,0.5,0,4.4
Lander , Nevada,5746,58.2,41.8,90.1,0.1,4.4,0.1,0.9,3.4
Lincoln , Nevada,5174,51.7,48.3,89.2,3.7,0.2,1.2,0,4.9
Lyon , Nevada,53155,50.3,49.7,85.2,1,2.9,1.1,0.2,5.8
Nye , Nevada,43705,50.9,49.1,83,2.4,1.5,1.7,0.4,7.6
Pershing , Nevada,6611,64.8,35.2,81.2,4.4,4.1,1.4,0.5,4.8
Washoe , Nevada,450486,50.3,49.7,78.8,2.3,1.6,5.2,0.6,7
White Pine , Nevada,9737,58.6,41.4,85.6,5.3,5.5,1.1,0.2,1.1
Carso, Nevada,54467,51.2,48.8,80.3,1.8,2.5,2.7,0.1,9.9
Belknap , New Hampshire,60640,49,51,96.5,0.7,0.4,0.8,0,0.1
Carroll , New Hampshire,47840,49.8,50.2,97.2,0.5,0.1,0.7,0,0.1
Cheshire , New Hampshire,76263,48.8,51.2,95.3,0.8,0.2,1.4,0,0.3
Coos , New Hampshire,32038,52.7,47.3,93.9,2.9,0.3,0.6,0.1,0.4
Grafton , New Hampshire,89811,49.2,50.8,92.5,1.2,0.4,3.7,0.1,0.2
Hillsborough , New Hampshire,411087,49.7,50.3,89.7,2.8,0.1,4.1,0,0.8
Merrimack , New Hampshire,149452,49.2,50.8,94.2,1.3,0.2,2.1,0,0.4
Rockingham , New Hampshire,305129,49.6,50.4,94.8,0.8,0.1,2,0,0.6
Strafford , New Hampshire,128237,48.9,51.1,92.8,0.9,0.1,3.6,0,0.3
Sullivan , New Hampshire,43125,49.6,50.4,96.4,0.8,0.5,0.8,0,0.1
Atlantic , New Jersey,268539,48.4,51.6,66.6,15,0.4,8,0,6.2
Bergen , New Jersey,929999,48.5,51.5,71.4,6,0.2,16.1,0,3.8
Burlington , New Jersey,446367,49.2,50.8,72.2,16.7,0.1,4.8,0.1,2.3
Camden , New Jersey,507367,48.3,51.7,63.2,19.3,0.2,5.7,0,8.5
Cape May , New Jersey,93705,48.9,51.1,91.3,4.7,0,1,0,1.3
Cumberland , New Jersey,153400,51.3,48.7,67.2,19.3,0.7,1.4,0,7.1
Essex , New Jersey,793555,48.1,51.9,42.1,39.8,0.3,5.2,0,10
Gloucester , New Jersey,290852,48.6,51.4,81.7,10.3,0.1,3.1,0,2
Hudson , New Jersey,668631,49.7,50.3,55.1,12.4,0.3,15,0.1,13.6
Hunterdon , New Jersey,125051,49.9,50.1,90.9,2.7,0.1,3.9,0,1
Mercer , New Jersey,368762,48.9,51.1,63.7,20.7,0.1,10.7,0,2.6
Middlesex , New Jersey,826698,49.3,50.7,58.9,10.2,0.2,23.9,0,4.1
Monmouth , New Jersey,623387,48.6,51.4,82.4,7.1,0.2,5.4,0,2.9
Morris , New Jersey,494383,49,51,81.7,3.4,0.1,10.2,0,2.6
Ocean , New Jersey,591939,48.2,51.8,91.2,3.1,0.1,1.9,0,2.1
Passaic , New Jersey,504041,48.7,51.3,62.2,11.4,0.4,5.2,0,17.8
Salem , New Jersey,63336,48.9,51.1,80.7,13.2,0.3,1.1,0,1.7
Somerset , New Jersey,330176,48.9,51.1,67.4,9.6,0.2,17.4,0,3.2
Sussex , New Jersey,142298,49.7,50.3,92.9,2.3,0,2.1,0,1.1
Union , New Jersey,553066,48.7,51.3,56.2,21.2,0.3,5.1,0,14.6
Warren , New Jersey,106293,48.9,51.1,88.8,4.4,0.1,2.7,0,1.9
Bernalillo , New Mexico,677692,49,51,74,2.8,4.8,2.6,0.1,11.4
Chaves , New Mexico,65459,49.8,50.2,85,1.7,1.6,0.6,0,8.4
Cibola , New Mexico,26978,50.6,49.4,46.8,1.1,42,0.3,0,6.9
Colfax , New Mexico,12353,51.1,48.9,86.4,0.5,2,0.3,0,7.4
Curry , New Mexico,50199,52,48,66.8,5.4,1.1,1.6,0.3,20.1
Do�a Ana , New Mexico,215338,49.1,50.9,87.9,1.9,1.1,1.1,0,6.2
Eddy , New Mexico,57437,50.5,49.5,91,1.6,1.5,0.4,0,4
Grant , New Mexico,28061,49.4,50.6,93.6,0.7,2.2,0.3,0,1.2
Lea , New Mexico,70126,51.5,48.5,88.6,3.9,0.9,0.2,0,4.3
Lincoln , New Mexico,19482,47.4,52.6,93.6,0.9,1.7,0.5,0,0.9
Los Alamos , New Mexico,18356,51,49,85.5,0.2,1.1,5.4,0,3.1
Luna , New Mexico,24264,49.5,50.5,91.5,1.4,1,0.7,0,3.6
McKinley , New Mexico,72849,48.3,51.7,15,0.7,76.7,1,0,3.7
Otero , New Mexico,65745,51.5,48.5,78.4,3.6,6.7,1.4,0.2,6.3
Quay , New Mexico,8373,46.4,53.6,90.2,1.5,1.9,1.1,0.2,3.8
Rio Arriba , New Mexico,39307,49,51,54.4,0.6,16.3,0.5,0,25.9
Roosevelt , New Mexico,19117,49.8,50.2,74.4,2.7,0.5,0.6,0,17.1
Sandoval , New Mexico,140769,49,51,71.3,2.2,12.5,1.4,0.2,8.4
San Juan , New Mexico,127455,49.5,50.5,52.1,0.6,39.6,0.8,0.1,4.2
San Miguel , New Mexico,28034,50.3,49.7,55.3,1.3,1.3,1.3,0.2,36.8
Santa Fe , New Mexico,148917,48.6,51.4,83.5,1,3.2,1.3,0.1,8.1
Sierra , New Mexico,11135,49.5,50.5,89.9,0.6,3.4,0.6,0,2.8
Socorro , New Mexico,17000,51.8,48.2,78.3,0.4,11.3,3,0,3.1
Taos , New Mexico,32888,48.9,51.1,85.2,0.5,7.2,0.2,0,5
Torrance , New Mexico,15595,53.6,46.4,91.6,1.8,1.1,0.4,0,2
Valencia , New Mexico,75956,50.2,49.8,80.8,1.1,4.3,0.8,0,9.9
Albany , New York,307426,48.4,51.6,75.6,12.5,0.2,6.5,0,1.5
Allegany , New York,47025,50.5,49.5,95.4,1.4,0.3,1.1,0,0.6
Bronx , New York,1437872,47.1,52.9,21.3,34.1,0.7,3.6,0.1,36.5
Broome , New York,194402,49.2,50.8,85.9,5.7,0.2,4.2,0,0.9
Cattaraugus , New York,77686,49.5,50.5,92,1.6,3.1,0.8,0,0.5
Cayuga , New York,77868,51.3,48.7,91.9,4.3,0.3,0.5,0,0.7
Chautauqua , New York,129656,49.3,50.7,92.4,2.6,0.3,0.5,0.1,2
Chemung , New York,85740,49.6,50.4,88,6.1,0.3,1.6,0,0.6
Chenango , New York,48348,50.1,49.9,96,1,0.3,0.4,0,0.5
Clinton , New York,80794,51.4,48.6,90.8,4.3,0.3,1.5,0,1.8
Columbia , New York,60919,50.1,49.9,89.2,4.4,0.1,1.8,0,1.7
Cortland , New York,48123,48.9,51.1,94.8,1.5,0.2,0.8,0,0.5
Delaware , New York,45502,50.4,49.6,94.7,1.8,0.2,0.8,0,0.9
Dutchess , New York,293894,49.7,50.3,78.3,10.5,0.4,3.6,0,4
Erie , New York,919866,48.4,51.6,77.9,13.4,0.5,3.5,0,2.2
Essex , New York,37751,52,48,93.2,3.1,0.2,0.4,0,1.2
Franklin , New York,50692,54.9,45.1,82.4,5.8,7.1,0.5,0.2,2.2
Fulton , New York,53743,50,50,94.6,2,0.4,0.7,0,0.9
Genesee , New York,58112,49.9,50.1,91.9,2.2,0.9,0.8,0,1.7
Greene , New York,47617,52.3,47.7,89.7,6.2,0.6,1.1,0,1
Herkimer , New York,62505,49.5,50.5,95.9,1.4,0.2,0.5,0.1,0.5
Jefferson , New York,114448,52.4,47.6,86.1,6,0.5,1.6,0.2,1.5
Kings , New York,2600747,47.4,52.6,43.5,32.6,0.3,11.8,0,8.9
Lewis , New York,26719,50.3,49.7,96.7,0.8,0.2,0.5,0.1,0.7
Livingston , New York,63907,50.2,49.8,93.4,2.8,0.2,1.3,0,0.7
Madison , New York,71359,49.4,50.6,94.7,1.8,0.7,0.9,0.1,0.4
Monroe , New York,744248,48.3,51.7,76.1,15.3,0.5,3.6,0,1.6
Montgomery , New York,49426,49.1,50.9,87.8,2,0.1,0.8,0,6.2
Nassau , New York,1356564,48.6,51.4,68.6,11.7,0.3,9.3,0,7.1
New York , New York,1632480,47.3,52.7,56.2,14.8,0.4,12,0.1,11.9
Niagara , New York,211704,48.7,51.3,87.5,7.2,1,1.1,0,0.8
Oneida , New York,230782,49.9,50.1,85.7,6.2,0.2,4,0,1.5
Onondaga , New York,464242,48.2,51.8,79.9,11.4,0.5,3.7,0,1
Ontario , New York,109472,49.1,50.9,92.7,2.5,0.4,1.3,0,1.4
Orange , New York,378227,50.1,49.9,74,10.8,0.3,2.7,0.1,8.6
Orleans , New York,41175,49.9,50.1,88.8,6.2,0.4,0.8,0.1,1.9
Oswego , New York,119104,50.1,49.9,95.6,1.1,0.2,0.7,0,0.5
Otsego , New York,60244,48.3,51.7,93.4,2.1,0.2,1.4,0,1
Putnam , New York,99070,49.8,50.2,87.7,2.9,0.2,2,0,4.9
Queens , New York,2298513,48.5,51.5,39,18.3,0.4,25.3,0,13.5
Rensselaer , New York,159431,49.3,50.7,86.3,6.4,0.1,2.6,0,1
Richmond , New York,474101,48.4,51.6,74.3,10.2,0.2,8.7,0,4
Rockland , New York,323686,49,51,70.7,12.3,0.2,5.9,0,8.1
St. Lawrence , New York,109558,50.9,49.1,92.9,2.4,0.8,1.1,0.1,1
Saratoga , New York,227377,49.5,50.5,92.9,1.7,0.2,2.8,0,0.5
Schenectady , New York,154883,48.7,51.3,77.3,10.3,0.2,4.6,0,3.3
Schoharie , New York,31364,49.8,50.2,95.7,1.7,0.2,0.9,0,0.4
Schuyler , New York,17992,49.9,50.1,96.4,1.2,0.2,0.6,0,0.2
Seneca , New York,34612,52.3,47.7,91.5,4.9,0.4,0.7,0,0.7
Steuben , New York,96927,49.9,50.1,94.9,1.6,0.1,1.5,0,0.4
Suffolk , New York,1487901,49.2,50.8,80.7,7.9,0.3,3.9,0,4.9
Sullivan , New York,75211,51.3,48.7,80.7,8.4,0.3,1.6,0,5
Tioga , New York,49045,49.5,50.5,96.6,0.7,0.2,0.7,0,0.2
Tompkins , New York,102962,49.4,50.6,80.5,4.1,0.2,10.1,0,1.3
Ulster , New York,179303,49.5,50.5,84.9,5.9,0.2,1.9,0.1,2.8
Warren , New York,64480,49.2,50.8,95.8,1.3,0.3,1,0,0.3
Washington , New York,61828,51.8,48.2,93.8,3.3,0.3,0.6,0,0.6
Wayne , New York,90856,49.5,50.5,93.2,2.9,0.2,0.7,0.1,0.9
Westchester , New York,968815,48.4,51.6,65.1,14.7,0.4,5.9,0,10.8
Wyoming , New York,40565,53.6,46.4,91.6,4.5,0.6,0.4,0,1.1
Yates , New York,25009,48,52,96.2,0.9,0.2,0.8,0,0.7
Alamance , North Carolina,160576,47.5,52.5,70.2,19.1,0.3,1.6,0,6.2
Alexander , North Carolina,37119,51,49,87.9,5.7,0.4,1.1,0.1,3.5
Alleghany , North Carolina,10973,49.1,50.9,94.3,2.4,0.3,0.3,0,1.9
Anson , North Carolina,25306,52.5,47.5,47.7,48.7,0.4,1.3,0,0.7
Ashe , North Carolina,26786,49.2,50.8,95.1,0.7,0.4,0.4,0.1,1.8
Avery , North Carolina,17501,54.2,45.8,91.5,4.5,1.4,0.9,0,0.5
Beaufort , North Carolina,47243,48.1,51.9,71.4,25.5,0.2,0.1,0,0.6
Bertie , North Carolina,19644,50.4,49.6,34.8,61.1,1.2,0.6,0,0.8
Bladen , North Carolina,33778,47.5,52.5,57.1,35,2.5,0.1,0,4.1
Brunswick , North Carolina,126860,48.3,51.7,83.7,10.3,0.6,0.6,0,2.6
Buncombe , North Carolina,254474,48.1,51.9,88.8,6.3,0.4,1.2,0.1,0.9
Burke , North Carolina,89712,49.9,50.1,84.7,6.5,0.6,3.6,0.2,2.8
Cabarrus , North Carolina,201448,48.7,51.3,71.6,17.7,0.3,3.4,0.1,4.6
Caldwell , North Carolina,81779,49.3,50.7,89.2,4.9,0.4,0.6,0.1,3.5
Camden , North Carolina,10447,50.4,49.6,82.5,14,0.2,1.8,0,0.2
Carteret , North Carolina,68920,49.1,50.9,89.9,5.6,0.3,1.1,0.1,0.4
Caswell , North Carolina,22746,50.1,49.9,63.2,33,0.2,0.7,0.2,1.7
Catawba , North Carolina,156729,48.9,51.1,79,8.1,0.3,4.2,0,6.1
Chatham , North Carolina,69791,48,52,80.5,11.6,0.2,1.6,0,3.3
Cherokee , North Carolina,27668,49.1,50.9,93.6,1.3,1.6,0.7,0,0.7
Chowan , North Carolina,14205,46.8,53.2,60.6,34.1,0.4,0.5,0,2.7
Clay , North Carolina,10813,47.4,52.6,96.8,2.1,0.3,0.2,0.1,0.1
Cleveland , North Carolina,97159,48.2,51.8,74.9,20.8,0.3,1,0,1.5
Columbus , North Carolina,56293,49.7,50.3,62,30.9,3.8,0.4,0,1.9
Craven , North Carolina,103082,50.7,49.3,70.3,21.7,0.8,2.8,0.1,1.9
Cumberland , North Carolina,332106,49.7,50.3,50.5,36.9,1.4,2.5,0.3,2.6
Currituck , North Carolina,25796,49.7,50.3,90.2,5.7,0.5,0.4,0,1
Dare , North Carolina,35741,49.3,50.7,92.6,2.2,0.3,0.6,0,1.6
Davidson , North Carolina,164664,48.9,51.1,85.7,9.1,0.3,1.5,0,1.7
Davie , North Carolina,41991,48.5,51.5,89.3,5.5,0.4,0.7,0,2
Duplin , North Carolina,59062,48.7,51.3,70.6,24.5,0.4,0.3,0.1,2.6
Durham , North Carolina,306457,47.8,52.2,51.4,37,0.3,4.9,0,3.6
Edgecombe , North Carolina,53332,46.6,53.4,38.5,57.3,0.2,0.1,0.1,2
Forsyth , North Carolina,371573,47.5,52.5,66.2,26.1,0.3,2.3,0.1,2.7
Franklin , North Carolina,64902,49.7,50.3,67.7,25.3,1.2,0.6,0.2,2.7
Gaston , North Carolina,216585,48.2,51.8,76.9,16,0.3,1.6,0.1,2.7
Gates , North Carolina,11563,48.7,51.3,63.3,33.7,0.9,0.5,0,0.1
Graham , North Carolina,8557,49.2,50.8,87.8,0.2,10.5,0,0,0.5
Granville , North Carolina,58874,51,49,61,30.4,0.6,0.5,0,3.6
Greene , North Carolina,21008,55.2,44.8,58.4,35.7,0.5,0.1,0,2.5
Guilford , North Carolina,523582,47.4,52.6,55.8,33.8,0.5,4.9,0.1,2.6
Halifax , North Carolina,51737,48.2,51.8,40.1,52.9,3.8,0.8,0.1,0.4
Harnett , North Carolina,130361,49.5,50.5,67.5,20.8,0.9,1.1,0.2,5.4
Haywood , North Carolina,60433,48.4,51.6,95.6,1,0.5,0.5,0,0.9
Henderson , North Carolina,113625,48.2,51.8,90.8,3.3,0.3,1.3,0.1,2.5
Hertford , North Carolina,24153,49.5,50.5,34.9,59.5,1.1,0.7,0.2,1.1
Hoke , North Carolina,53239,49.4,50.6,45.2,33.3,8.4,1.4,0.2,6.4
Hyde , North Carolina,5393,52.5,47.5,66.3,30.3,0.1,0,0,2.5
Iredell , North Carolina,172525,49.2,50.8,81.6,12.3,0.3,2.3,0.1,1.4
Jackson , North Carolina,42256,49.3,50.7,83.7,2.3,8.2,0.7,0,1.8
Johnston , North Carolina,191172,49.1,50.9,77.5,15.6,0.7,0.6,0,2.9
Jones , North Carolina,9695,49.8,50.2,65.6,31.2,0.4,0.2,0,1
Lee , North Carolina,60125,48.6,51.4,73.4,19.8,0.8,1.1,0,2.9
Lenoir , North Carolina,57227,47.9,52.1,55,39.4,0.3,0.5,0,1.3
Lincoln , North Carolina,81441,49.6,50.4,89.2,5,0.2,0.7,0,2.7
McDowell , North Carolina,45109,50.6,49.4,91.1,3.6,0.4,0.7,0,2.8
Macon , North Carolina,34410,48.3,51.7,93.8,1.4,0.6,0.8,0,2.5
